Surname,First name,Institution,Department,Email address,State,Started on,Completed,Time taken,Grade/9.00,Q. 1 /1.00,Q. 2 /1.00,Q. 3 /1.00,Q. 4 /1.00,Q. 5 /1.00,Q. 6 /1.00,Q. 7 /1.00,Q. 8 /1.00,Q. 9 /1.00
Krier,Jason,NA,NA,jason.kri_266@example.com,Finished,1 March 2021  8:29 PM,1 March 2021  8:48 PM,18 mins 29 secs,8.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00
Taylor,Linh,NA,NA,linh.tay_279@example.com,Finished,1 March 2021  8:58 PM,2 March 2021  9:52 AM,12 hours 54 mins,5.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
New,Markayla,NA,NA,markayla.new_017@example.com,Finished,1 March 2021  9:11 PM,1 March 2021  9:25 PM,13 mins 30 secs,8.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
Calhoun,Anthony,NA,NA,anthony.cal_036@example.com,Finished,1 March 2021  9:16 PM,1 March 2021  9:16 PM,14 secs,1.00,1.00,-,-,-,-,-,-,-,-
Hell,Muntaha,NA,NA,muntaha.hel_106@example.com,Finished,1 March 2021  9:20 PM,1 March 2021  9:32 PM,12 mins 21 secs,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Stindt,Yoshi,NA,NA,yoshi.sti_209@example.com,Finished,1 March 2021  10:03 PM,1 March 2021  10:09 PM,6 mins 13 secs,8.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00
Hernandez-Lavalle,Sarah,NA,NA,sarah.her_147@example.com,Finished,1 March 2021  10:06 PM,1 March 2021  10:11 PM,5 mins 22 secs,7.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
Hernandez-Lavalle,Sarah,NA,NA,sarah.her_147@example.com,Finished,1 March 2021  10:12 PM,1 March 2021  10:12 PM,36 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Walters,Fidda,NA,NA,fidda.wal_263@example.com,Finished,1 March 2021  11:06 PM,1 March 2021  11:18 PM,11 mins 42 secs,7.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00
Okubo,Mary,NA,NA,mary.oku_031@example.com,In progress,2 March 2021  1:13 AM,-,-,-,-,-,-,-,-,-,-,-,-
Chhetry,Clayton,NA,NA,clayton.chh_228@example.com,Finished,2 March 2021  1:16 AM,2 March 2021  1:33 AM,16 mins 40 secs,5.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00
Shah,Justina,NA,NA,justina.sha_013@example.com,Finished,2 March 2021  2:46 AM,2 March 2021  3:13 AM,26 mins 57 secs,5.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
el-Malak,Cody,NA,NA,cody.el_278@example.com,In progress,2 March 2021  3:35 AM,-,-,-,-,-,-,-,-,-,-,-,-
Parsons,Chandler,NA,NA,chandler.par_159@example.com,Finished,2 March 2021  11:03 AM,2 March 2021  12:02 PM,59 mins 4 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Vongphackdy,John,NA,NA,john.von_180@example.com,Finished,2 March 2021  11:03 AM,2 March 2021  12:00 PM,57 mins 22 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
al-Masih,Danielle,NA,NA,danielle.al_101@example.com,Finished,2 March 2021  11:07 AM,2 March 2021  11:20 AM,13 mins 3 secs,6.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00
al-Amini,Calley,NA,NA,calley.al_271@example.com,Finished,2 March 2021  11:09 AM,2 March 2021  11:22 AM,13 mins 19 secs,4.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
al-Amini,Calley,NA,NA,calley.al_271@example.com,Finished,2 March 2021  11:22 AM,2 March 2021  11:24 AM,1 min 52 secs,8.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00
al-Amini,Calley,NA,NA,calley.al_271@example.com,Finished,2 March 2021  11:26 AM,2 March 2021  11:32 AM,6 mins 22 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Myers,Jesus,NA,NA,jesus.mye_220@example.com,Finished,2 March 2021  11:40 AM,2 March 2021  2:17 PM,2 hours 36 mins,7.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
Davis,Dustin,NA,NA,dustin.dav_023@example.com,Finished,2 March 2021  12:48 PM,2 March 2021  1:15 PM,27 mins 9 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Patilla,Erica,NA,NA,erica.pat_265@example.com,Finished,2 March 2021  12:48 PM,2 March 2021  12:56 PM,7 mins 14 secs,6.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00
Hintz,Zaaida,NA,NA,zaaida.hin_071@example.com,Finished,2 March 2021  1:53 PM,2 March 2021  1:59 PM,6 mins 24 secs,6.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00
Hintz,Zaaida,NA,NA,zaaida.hin_071@example.com,Finished,2 March 2021  2:00 PM,2 March 2021  2:01 PM,1 min 23 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Myers,Jesus,NA,NA,jesus.mye_220@example.com,Finished,2 March 2021  2:19 PM,2 March 2021  2:21 PM,1 min 6 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Reed,Stephen,NA,NA,stephen.ree_061@example.com,Finished,2 March 2021  2:36 PM,2 March 2021  2:43 PM,7 mins 3 secs,6.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00
Yazzie,Raylene,NA,NA,raylene.yaz_258@example.com,Finished,2 March 2021  3:56 PM,2 March 2021  4:01 PM,4 mins 47 secs,7.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Yazzie,Raylene,NA,NA,raylene.yaz_258@example.com,Finished,2 March 2021  4:03 PM,2 March 2021  4:03 PM,52 secs,8.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00
Yazzie,Raylene,NA,NA,raylene.yaz_258@example.com,Finished,2 March 2021  4:04 PM,2 March 2021  4:04 PM,41 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
al-Zaher,Dominique,NA,NA,dominique.al_224@example.com,Finished,2 March 2021  4:06 PM,2 March 2021  4:12 PM,5 mins 39 secs,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Orozco,Alexis,NA,NA,alexis.oro_270@example.com,Finished,2 March 2021  4:13 PM,2 March 2021  4:18 PM,4 mins 47 secs,8.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Castaneda,Saleema,NA,NA,saleema.cas_156@example.com,Finished,2 March 2021  4:23 PM,2 March 2021  4:26 PM,2 mins 25 secs,6.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00
al-Hosein,Ryan,NA,NA,ryan.al_193@example.com,Finished,2 March 2021  4:25 PM,2 March 2021  4:41 PM,16 mins 19 secs,8.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
al-Ozer,Johnny,NA,NA,johnny.al_015@example.com,In progress,2 March 2021  5:40 PM,-,-,-,-,-,-,-,-,-,-,-,-
Jennings,Julio,NA,NA,julio.jen_176@example.com,Finished,2 March 2021  5:46 PM,2 March 2021  5:53 PM,7 mins 3 secs,5.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00
Jennings,Julio,NA,NA,julio.jen_176@example.com,Finished,2 March 2021  5:54 PM,2 March 2021  5:56 PM,1 min 19 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Murphy,Jawhara,NA,NA,jawhara.mur_105@example.com,In progress,2 March 2021  6:06 PM,-,-,-,-,-,-,-,-,-,-,-,-
al-Kaiser,Brianna,NA,NA,brianna.al_154@example.com,Finished,2 March 2021  6:54 PM,2 March 2021  6:59 PM,4 mins 49 secs,5.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00
al-Kaiser,Brianna,NA,NA,brianna.al_154@example.com,Finished,2 March 2021  6:59 PM,2 March 2021  7:02 PM,2 mins 21 secs,5.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
al-Kaiser,Brianna,NA,NA,brianna.al_154@example.com,Finished,2 March 2021  7:02 PM,2 March 2021  7:04 PM,1 min 28 secs,7.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00
al-Kaiser,Brianna,NA,NA,brianna.al_154@example.com,Finished,2 March 2021  7:04 PM,2 March 2021  7:05 PM,1 min 21 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Antobre,Lubna,NA,NA,lubna.ant_065@example.com,Finished,2 March 2021  8:22 PM,2 March 2021  8:30 PM,8 mins 32 secs,5.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00
Page,Brandon,NA,NA,brandon.pag_041@example.com,Finished,2 March 2021  8:23 PM,2 March 2021  8:32 PM,8 mins 25 secs,8.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00
Hurd,Ayla,NA,NA,ayla.hur_127@example.com,Finished,2 March 2021  8:27 PM,2 March 2021  8:36 PM,9 mins 21 secs,5.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00
Montano,Rozell,NA,NA,rozell.mon_145@example.com,Finished,2 March 2021  8:27 PM,2 March 2021  8:45 PM,18 mins,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Castro,Gianni,NA,NA,gianni.cas_093@example.com,Finished,2 March 2021  8:46 PM,2 March 2021  8:51 PM,4 mins 27 secs,5.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00
Castro,Gianni,NA,NA,gianni.cas_093@example.com,Finished,2 March 2021  8:52 PM,2 March 2021  8:53 PM,53 secs,8.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00
Castro,Gianni,NA,NA,gianni.cas_093@example.com,Finished,2 March 2021  8:53 PM,2 March 2021  8:54 PM,26 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
el-Yousef,Jenny,NA,NA,jenny.el_277@example.com,Finished,2 March 2021  9:15 PM,2 March 2021  10:02 PM,46 mins 53 secs,7.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Alferez,Seiko,NA,NA,seiko.alf_247@example.com,Finished,2 March 2021  9:32 PM,2 March 2021  9:46 PM,13 mins 28 secs,5.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00
Bell,Nathan,NA,NA,nathan.bel_241@example.com,Finished,2 March 2021  10:07 PM,2 March 2021  10:16 PM,9 mins 7 secs,4.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00
al-Amen,Iyonna,NA,NA,iyonna.al_168@example.com,Finished,2 March 2021  10:07 PM,2 March 2021  10:14 PM,6 mins 57 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Wong,Jasmine,NA,NA,jasmine.won_207@example.com,Finished,2 March 2021  10:16 PM,2 March 2021  10:20 PM,3 mins 33 secs,6.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00
Eriacho,Gavin,NA,NA,gavin.eri_001@example.com,Finished,2 March 2021  10:25 PM,2 March 2021  10:32 PM,6 mins 54 secs,8.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00
Bell,Nathan,NA,NA,nathan.bel_241@example.com,Finished,2 March 2021  10:28 PM,2 March 2021  10:32 PM,3 mins 51 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Connelly,Taamir,NA,NA,taamir.con_077@example.com,Finished,2 March 2021  11:04 PM,2 March 2021  11:15 PM,11 mins 10 secs,5.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00
Connelly,Taamir,NA,NA,taamir.con_077@example.com,Finished,2 March 2021  11:16 PM,2 March 2021  11:17 PM,54 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
al-Ayoub,Faun,NA,NA,faun.al_260@example.com,Finished,2 March 2021  11:31 PM,2 March 2021  11:49 PM,17 mins 9 secs,7.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Benally,Maile,NA,NA,maile.ben_198@example.com,Finished,2 March 2021  11:46 PM,3 March 2021  12:03 AM,16 mins 15 secs,6.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00
Martinez,Ghaaliya,NA,NA,ghaaliya.mar_048@example.com,Finished,2 March 2021  11:47 PM,3 March 2021  12:03 AM,16 mins 41 secs,7.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00
Acord,Corbin,NA,NA,corbin.aco_248@example.com,Finished,3 March 2021  12:20 AM,3 March 2021  12:25 AM,5 mins 50 secs,4.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
Acord,Corbin,NA,NA,corbin.aco_248@example.com,Finished,3 March 2021  12:27 AM,3 March 2021  12:28 AM,49 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
el-Salahuddin,Zachary,NA,NA,zachary.el_199@example.com,Finished,3 March 2021  12:38 AM,3 March 2021  12:46 AM,7 mins 54 secs,4.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
el-Salahuddin,Zachary,NA,NA,zachary.el_199@example.com,Finished,3 March 2021  12:49 AM,3 March 2021  12:52 AM,2 mins 52 secs,5.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
Lam,Ritika,NA,NA,ritika.lam_076@example.com,Finished,3 March 2021  3:10 AM,3 March 2021  3:14 AM,4 mins 6 secs,4.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00
Rietveld,Saqib,NA,NA,saqib.rie_148@example.com,Finished,3 March 2021  6:09 AM,3 March 2021  6:20 AM,11 mins 15 secs,5.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00
Rietveld,Saqib,NA,NA,saqib.rie_148@example.com,Finished,3 March 2021  6:23 AM,3 March 2021  6:24 AM,1 min 13 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Rietveld,Saqib,NA,NA,saqib.rie_148@example.com,Finished,3 March 2021  6:41 AM,3 March 2021  6:41 AM,21 secs,0.00,-,-,-,-,-,-,-,-,-
Yang,Zachary,NA,NA,zachary.yan_182@example.com,Finished,3 March 2021  9:27 AM,3 March 2021  9:30 AM,3 mins 3 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
al-Habib,Lawrence,NA,NA,lawrence.al_203@example.com,Finished,3 March 2021  10:43 AM,3 March 2021  10:44 AM,1 min 3 secs,6.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00
al-Habib,Lawrence,NA,NA,lawrence.al_203@example.com,Finished,3 March 2021  10:45 AM,3 March 2021  10:47 AM,2 mins 24 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Overall average,NA,NA,NA,NA,NA,NA,NA,NA,5.90,0.68,0.85,0.40,0.72,0.62,0.57,0.79,0.60,0.67
